TAILHSLNBENKMORI	6	Athens	Bern	Helsinki	Lisbon	Rome	Tallinn
VINSBELNSRIASUGZ	6	Berlin	Brussels	Riga	Vienna	Vilnius	Zagreb
KSAPTIRNYEVABKJO	6	Bern	Kyïv	Paris	Reykjavik	Sarajevo	Tirana
VLNORIBIGESUPADT	6	Berlin	Budapest	Dublin	Lisbon	Riga	Vilnius
TSMPBEROUGANOCHZ	6	Bern	Bucharest	Monaco	Prague	Rome	Zagreb
SOONLLNDDAIAMRTG	6	London	Madrid	Oslo	Riga	Tallinn	Tirana
DUHIGEBKARLNZPIS	6	Berlin	Dublin	Helsinki	Paris	Prague	Zagreb
TALLUNIVISNECOBR	6	Bern	Lisbon	Nicosia	Tallinn	Vienna	Vilnius
MONDEARICDGLOUBE	6	Belgrade	Dublin	Madrid	Monaco	Riga	Rome
WAAWJNRSNELOBIVO	6	Berlin	Bern	Oslo	Sarajevo	Vienna	Warsaw
TANNLIAPLGRDEBUE	6	Belgrade	Dublin	Prague	Riga	Tallinn	Tirana
AMETORSBDLIOAMDN	6	Amsterdam	Berlin	Lisbon	Madrid	Oslo	Rome
BDPZUEAGSCRNTIHA	6	Bern	Bucharest	Budapest	Paris	Tirana	Zagreb
BHEMOSLOUNIRIKYV	6	Helsinki	Kyïv	Lisbon	Oslo	Rome	Vilnius
MDUEOARBCNILIOSD	6	Berlin	Bern	Dublin	Madrid	Monaco	Nicosia
VIEUSRGNOPANCMEH	6	Copenhagen	Paris	Prague	Riga	Rome	Vienna
ZGEBARLOTDNSHEON	6	Athens	Belgrade	Bern	London	Oslo	Zagreb
KYVMTIEOGNRJSANA	6	Kyïv	Riga	Rome	Sarajevo	Tirana	Vienna
OSONLIBPSERASUGZ	6	Brussels	Lisbon	Oslo	Paris	Prague	Zagreb
TIRWGSAOOANMWCIE	6	Monaco	Nicosia	Riga	Rome	Tirana	Warsaw
VELGBIRLENAOODNT	6	Belgrade	Berlin	Bern	London	Tallinn	Vienna
VISBALOUONICMRAT	6	Lisbon	Monaco	Nicosia	Oslo	Tirana	Vilnius
ZAGIWNRWUESABCHT	6	Athens	Bern	Bucharest	Riga	Warsaw	Zagreb
TINASORAMLCPEOHK	6	Monaco	Oslo	Paris	Rome	Stockholm	Tirana
BELNYGREKIADKJVZ	6	Belgrade	Bern	Kyïv	Reykjavik	Riga	Zagreb
TIAWLSRNBOOANDWP	6	Lisbon	London	Oslo	Paris	Tirana	Warsaw
VIISPLNUERGEBZAD	6	Belgrade	Berlin	Bern	Prague	Vilnius	Zagreb
CIEAOPNHESATNGIR	6	Athens	Copenhagen	Nicosia	Paris	Riga	Tirana
BERNTMODMSANALOC	6	Amsterdam	Bern	London	Monaco	Oslo	Rome
PRLVALINTGNSHEUI	6	Athens	Paris	Prague	Riga	Tallinn	Vilnius
BEMDTORASICNDMAI	6	Amsterdam	Bern	Madrid	Nicosia	Rome	Tirana
MNDAEONCVISOKYLB	6	Kyïv	Lisbon	London	Monaco	Oslo	Vienna
BUCZEGAHSRINPTLA	6	Berlin	Bucharest	Prague	Riga	Tirana	Zagreb
TEPROSIACLBDINOU	6	Budapest	Dublin	Lisbon	Nicosia	Oslo	Paris
BNSWERNAHIAWVTLL	6	Athens	Bern	Tallinn	Tirana	Vienna	Warsaw
BEMZOLRANIGDDONE	6	Belgrade	Berlin	London	Madrid	Riga	Zagreb
VIENCLNMOALOTSIR	6	Monaco	Nicosia	Oslo	Rome	Tallinn	Vienna
LISTREGBPAUOHCDN	6	Bucharest	Budapest	Lisbon	Paris	Prague	Riga
DUIKSBRNSELI_HSV	6	Berlin	Bern	Brussels	Dublin	Helsinki	Vilnius
PGWDDAIWMRSAOETM	6	Amsterdam	Madrid	Paris	Riga	Rome	Warsaw
KYEVUDINBLANERGZ	6	Belgrade	Berlin	Dublin	Kyïv	Vienna	Zagreb
PRDLOAIDMNCSEIOB	6	Lisbon	Madrid	Monaco	Nicosia	Paris	Rome
BRLIHENSTAYKJKVI	6	Athens	Berlin	Bern	Helsinki	Kyïv	Reykjavik
VIESOLISSNBUNODR	6	Brussels	Dublin	Lisbon	London	Oslo	Vilnius
WAPWJGRAUEISKYVO	6	Kyïv	Paris	Prague	Riga	Sarajevo	Warsaw
BDNOOSLECNIHKIAT	6	Athens	Helsinki	Lisbon	London	Nicosia	Oslo
BOROMENCIYANKVKJ	6	Bern	Kyïv	Monaco	Reykjavik	Rome	Vienna
MADUPNRBAEILMSTD	6	Amsterdam	Budapest	Dublin	Madrid	Paris	Tirana
_TALHELNVINSYKUI	6	Athens	Helsinki	Kyïv	Tallinn	Vienna	Vilnius
PESTDABEHURLCNIG	6	Belgrade	Berlin	Bern	Bucharest	Budapest	Dublin
