BLSTERIWUSANSWAP	5	Berlin	Brussels	Paris	Tirana	Warsaw
TALVHLIOENSCNKIU	5	Athens	Helsinki	Nicosia	Tallinn	Vilnius
MADNSGRELIBUDESS	5	Belgrade	Bern	Brussels	Madrid	Riga
BLGRLUAPIDETNNSH	5	Athens	Budapest	Dublin	Prague	Tallinn
_INLMDCOOARSNPID	5	London	Madrid	Monaco	Nicosia	Paris
BOVKHENIJRLIAASU	5	Berlin	Bern	Helsinki	Sarajevo	Vilnius
OSLMZGOEARBSDEUS	5	Belgrade	Brussels	Oslo	Rome	Zagreb
MDIDARTGSNAHOVEJ	5	Athens	Madrid	Riga	Sarajevo	Tirana
ZGRBTALEODLIENNO	5	Belgrade	Berlin	London	Tallinn	Zagreb
WDMOGAREDIST_MAW	5	Amsterdam	Madrid	Riga	Rome	Warsaw
VIESOLISSNBUNODR	5	Brussels	Dublin	London	Oslo	Vilnius
COPBVREHIGANUENZ	5	Copenhagen	Prague	Riga	Vienna	Zagreb
VIESOLISSNBUNODR	5	Brussels	Dublin	Lisbon	London	Vilnius
AMSNCTEIUHRPBDAM	5	Amsterdam	Athens	Bucharest	Budapest	Paris
STOKBIHCLORAEMNA	5	Lisbon	Monaco	Rome	Stockholm	Tirana
CUKIDHBNAELIPRST	5	Berlin	Bucharest	Budapest	Dublin	Helsinki
BELETGRDSIAMMANZ	5	Amsterdam	Belgrade	Riga	Tirana	Zagreb
VINKSLBIMERUHOSS	5	Berlin	Brussels	Helsinki	Rome	Vilnius
WJKYOAEWGVRAKISP	5	Paris	Reykjavik	Riga	Sarajevo	Warsaw
TANOLNDEOLIUIVBS	5	Dublin	London	Tallinn	Vienna	Vilnius
MADISTRDLOEAOVMJ	5	Amsterdam	Madrid	Oslo	Rome	Sarajevo
RYKJELIABNIVOSUK	5	Berlin	Kyïv	Lisbon	Reykjavik	Vilnius
BENTPRAHSOEGCNMU	5	Athens	Bern	Copenhagen	Prague	Rome
PKIUAVNSJRILKYEH	5	Helsinki	Kyïv	Paris	Reykjavik	Vilnius
AMSTOPEGIRAUDMDB	5	Amsterdam	Budapest	Madrid	Prague	Rome
HALSCERISUBNTSKI	5	Berlin	Bern	Brussels	Bucharest	Helsinki
WJKYAVEMIROWKSAP	5	Paris	Reykjavik	Rome	Sarajevo	Warsaw
MOIVDENCUNOABLIS	5	Dublin	London	Monaco	Nicosia	Vienna
MPMAARESHDITCUBD	5	Amsterdam	Bucharest	Budapest	Madrid	Paris
RIMENOLLHNASKCOT	5	Monaco	Oslo	Rome	Stockholm	Tallinn
MADUPNRBAEILMSTD	5	Amsterdam	Budapest	Dublin	Madrid	Tirana
WLRWOASANOEJDNVI	5	London	Oslo	Sarajevo	Vienna	Warsaw
COPBUGREEALNNDHI	5	Belgrade	Berlin	Bern	Copenhagen	Prague
VLSBLIOCEANITNOD	5	Lisbon	London	Nicosia	Tallinn	Vienna
ZAR_DPGEEUBLTSIN	5	Belgrade	Budapest	Dublin	Prague	Zagreb
BTIMOSALNCLONIKH	5	Lisbon	Nicosia	Oslo	Stockholm	Tallinn
COASNPENERAHUGIT	5	Athens	Copenhagen	Prague	Riga	Tirana
HKJAREYVLBNISIOK	5	Berlin	Helsinki	Kyïv	Lisbon	Reykjavik
MLSTLOAOINHCVENK	5	Monaco	Oslo	Stockholm	Tallinn	Vienna
BRUSOSISKNLEYIVH	5	Brussels	Helsinki	Kyïv	Lisbon	Vilnius
MOHKLNACARIOPIST	5	Monaco	Nicosia	Paris	Stockholm	Tirana
UNEIBCRGOEHAPNST	5	Athens	Bern	Bucharest	Copenhagen	Riga
PWAWAVSNJRINKYEK	5	Kyïv	Paris	Reykjavik	Vienna	Warsaw
MOHKLNACARIOGIST	5	Monaco	Nicosia	Riga	Stockholm	Tirana
KYIKAJEVWRAOOLSW	5	Kyïv	Oslo	Reykjavik	Sarajevo	Warsaw
UCOPBTHESEANNGRZ	5	Athens	Bern	Bucharest	Copenhagen	Zagreb
KYIOJEVKNARSWNAW	5	Kyïv	Reykjavik	Sarajevo	Vienna	Warsaw
TSENBDRPUEAGCHLZ	5	Belgrade	Bern	Bucharest	Budapest	Zagreb
KYIVHCANOIOTLMSB	5	Kyïv	Lisbon	Monaco	Nicosia	Stockholm
ZHNBDAREEGLPUNOC	5	Belgrade	Bern	Copenhagen	Prague	Zagreb
