CHEVTLINLANSKUUI	6	Athens  	Chisinau	Nuuk    	Tallinn 	Vienna  	Vilnius
BOUPMERGXUANLZDV	6	Bern    	Luxembourg	Prague  	Rome    	Vaduz   	Zagreb
WMNIAOSADRCWDINO	6	Madrid  	Monaco  	Moscow  	Nicosia 	San Marino	Warsaw
BELPZGRFUAIOEDVS	6	Belgrade	Prague  	Riga    	Sofia   	Vaduz   	Zagreb
ODACPGIMAROSDMET	6	Amsterdam	Madrid  	Paris   	Podgorica	Riga    	Rome
HER_JBLMPOSIIKNO	6	Berlin  	Helsinki	Lisbon  	Minsk   	Oslo    	Skopje
PATBVTREAAILNNLS	6	Berlin  	Bratislava	Paris   	Tallinn 	Tirana  	Valletta
OSOFNBLIRESAUSHT	6	Athens  	Bern    	Brussels	Lisbon  	Oslo    	Sofia
BELEYGRDKIAUKJVZ	6	Belgrade	Kyiv    	Reykjavik	Riga    	Vaduz   	Zagreb
CIUAHSNUELIKBRYV	6	Berlin  	Chisinau	Helsinki	Kyiv    	Nuuk    	Vilnius
SKOCANAPIROJTMEV	6	Minsk   	Monaco  	Rome    	Sarajevo	Skopje  	Tirana
ATHRTLENLINBVASO	6	Athens  	Bern    	Lisbon  	Tallinn 	Valletta	Vienna
VIENCPNHORAESIGU	6	Copenhagen	Nicosia 	Paris   	Prague  	Riga    	Vienna
TMLWOSOVNCIHIAKY	6	Kyiv    	Monaco  	Moscow  	Nicosia 	Oslo    	Stockholm
WANWJMRAEOISVTNK	6	Minsk   	Rome    	San Marino	Sarajevo	Tirana  	Warsaw
DAIDWRMFOSOWLCAN	6	Madrid  	Monaco  	Moscow  	Oslo    	Sofia   	Warsaw
KJAVHYIKELNUBRSI	6	Berlin  	Bern    	Helsinki	Kyiv    	Reykjavik	Vilnius
VDHZPAUCREGB_IST	6	Bucharest	Budapest	Paris   	Prague  	Riga    	Vaduz
OFUKCSIUHINAVLEN	6	Chisinau	Nicosia 	Nuuk    	Sofia   	Vienna  	Vilnius
MADBPRNUESIAKTMD	6	Amsterdam	Budapest	Madrid  	Minsk   	Paris   	Tirana
